timestamp,language,text,model,latency_seconds,status,output_file
2026-02-26 21:14:35.610982,english,Turn on bedroom air purifier 1.,ElevenLabs,0.1440267562866211,"{""detail"":{""status"":""needs_authorization"",""message"":""Neither authorization header nor xi-api-key received, please provide one.""}}",../outputs/elevenlabs/english_0.mp3
2026-02-26 21:14:35.610982,english,Turn on bedroom air purifier 1.,Sarvam,0.1478426456451416,"{""error"":{""message"":""Invalid or missing authentication credentials"",""code"":""invalid_api_key_error"",""request_id"":""20260226_6cfa61d8-cae6-4f18-827f-1e4116f88177""}}",../outputs/sarvam/english_0.wav
2026-02-26 21:14:35.904930,english,Turn on buzzer control in bedroom air purifier 1.,ElevenLabs,0.15041613578796387,"{""detail"":{""status"":""needs_authorization"",""message"":""Neither authorization header nor xi-api-key received, please provide one.""}}",../outputs/elevenlabs/english_1.mp3
2026-02-26 21:14:35.904930,english,Turn on buzzer control in bedroom air purifier 1.,Sarvam,0.14019060134887695,"{""error"":{""message"":""Invalid or missing authentication credentials"",""code"":""invalid_api_key_error"",""request_id"":""20260226_fdf0f598-898e-4797-9cfc-674fae9c6642""}}",../outputs/sarvam/english_1.wav
2026-02-26 21:14:36.198015,english,Set fan speed 4 in bedroom air purifier 1.,ElevenLabs,0.12266802787780762,"{""detail"":{""status"":""needs_authorization"",""message"":""Neither authorization header nor xi-api-key received, please provide one.""}}",../outputs/elevenlabs/english_2.mp3
2026-02-26 21:14:36.198015,english,Set fan speed 4 in bedroom air purifier 1.,Sarvam,0.12898993492126465,"{""error"":{""message"":""Invalid or missing authentication credentials"",""code"":""invalid_api_key_error"",""request_id"":""20260226_77b381cc-d9f4-45d3-8ba3-307c12b42066""}}",../outputs/sarvam/english_2.wav
2026-02-26 21:14:36.451613,english,Set night mode in bedroom air purifier 1.,ElevenLabs,0.14757108688354492,"{""detail"":{""status"":""needs_authorization"",""message"":""Neither authorization header nor xi-api-key received, please provide one.""}}",../outputs/elevenlabs/english_3.mp3
2026-02-26 21:14:36.451613,english,Set night mode in bedroom air purifier 1.,Sarvam,0.15039491653442383,"{""error"":{""message"":""Invalid or missing authentication credentials"",""code"":""invalid_api_key_error"",""request_id"":""20260226_59405512-dfe0-4388-9382-b85a5ae46edd""}}",../outputs/sarvam/english_3.wav
2026-02-26 21:14:36.751592,english,Set switch off timer 60 minutes in bedroom air purifier 1.,ElevenLabs,0.1252589225769043,"{""detail"":{""status"":""needs_authorization"",""message"":""Neither authorization header nor xi-api-key received, please provide one.""}}",../outputs/elevenlabs/english_4.mp3
2026-02-26 21:14:36.751592,english,Set switch off timer 60 minutes in bedroom air purifier 1.,Sarvam,0.14903473854064941,"{""error"":{""message"":""Invalid or missing authentication credentials"",""code"":""invalid_api_key_error"",""request_id"":""20260226_df98f466-11ef-4010-bbf5-78bdea0a2ee2""}}",../outputs/sarvam/english_4.wav
2026-02-26 21:14:37.028392,english,Set ring led brightness to 40 in bedroom air purifier 1.,ElevenLabs,0.13558411598205566,"{""detail"":{""status"":""needs_authorization"",""message"":""Neither authorization header nor xi-api-key received, please provide one.""}}",../outputs/elevenlabs/english_5.mp3
2026-02-26 21:14:37.028392,english,Set ring led brightness to 40 in bedroom air purifier 1.,Sarvam,0.12862300872802734,"{""error"":{""message"":""Invalid or missing authentication credentials"",""code"":""invalid_api_key_error"",""request_id"":""20260226_6936c4e9-81a2-4fb8-bb8f-79b2ea3b2750""}}",../outputs/sarvam/english_5.wav
2026-02-26 21:14:37.294958,english,Turn on turbo mode and turn off buzzer control in bedroom air purifier 1.,ElevenLabs,0.13919758796691895,"{""detail"":{""status"":""needs_authorization"",""message"":""Neither authorization header nor xi-api-key received, please provide one.""}}",../outputs/elevenlabs/english_6.mp3
2026-02-26 21:14:37.294958,english,Turn on turbo mode and turn off buzzer control in bedroom air purifier 1.,Sarvam,0.12412667274475098,"{""error"":{""message"":""Invalid or missing authentication credentials"",""code"":""invalid_api_key_error"",""request_id"":""20260226_bec719cb-c4ce-435c-b70b-b51a54b6f11d""}}",../outputs/sarvam/english_6.wav
2026-02-26 21:14:37.560022,english,Set switch off timer 720 minutes in bedroom air purifier 1.,ElevenLabs,0.12605881690979004,"{""detail"":{""status"":""needs_authorization"",""message"":""Neither authorization header nor xi-api-key received, please provide one.""}}",../outputs/elevenlabs/english_7.mp3
2026-02-26 21:14:37.560022,english,Set switch off timer 720 minutes in bedroom air purifier 1.,Sarvam,0.14236116409301758,"{""error"":{""message"":""Invalid or missing authentication credentials"",""code"":""invalid_api_key_error"",""request_id"":""20260226_edcd6e5c-2a6b-4a97-b812-eb9da14a7453""}}",../outputs/sarvam/english_7.wav
2026-02-26 21:14:37.830682,english,Turn on the air purifier in dining room.,ElevenLabs,0.13301444053649902,"{""detail"":{""status"":""needs_authorization"",""message"":""Neither authorization header nor xi-api-key received, please provide one.""}}",../outputs/elevenlabs/english_8.mp3
2026-02-26 21:14:37.830682,english,Turn on the air purifier in dining room.,Sarvam,0.15746712684631348,"{""error"":{""message"":""Invalid or missing authentication credentials"",""code"":""invalid_api_key_error"",""request_id"":""20260226_b10cb2ca-671d-4aac-8ff8-4617f5528da7""}}",../outputs/sarvam/english_8.wav
